'seconds','uV','uV','uV','uV','uV',''
37.437,-14.200,2.800,8.700,3.800,9.100,0.500
37.438,-13.300,4.700,9.100,5.500,9.200,0.500
37.439,-12.300,6.100,9.100,6.400,8.700,0.500
37.440,-11.700,7.200,9.200,6.600,7.900,0.500
37.441,-11.900,8.400,9.400,6.700,7.600,0.500
37.442,-12.800,9.600,10.100,6.800,7.900,0.500
37.443,-14.000,10.800,11.200,7.200,8.800,0.500
37.444,-14.700,11.700,12.300,7.700,9.900,0.500
37.445,-14.100,12.100,13.100,8.400,11.100,0.500
37.446,-12.400,11.900,13.300,9.100,12.200,0.500
37.447,-10.100,11.300,13.000,10.000,13.400,0.500
37.448,-8.400,10.600,12.400,11.200,15.000,0.500
37.449,-8.300,9.800,12.000,12.700,16.900,0.500
37.450,-10.000,8.900,11.900,14.000,18.800,0.500
37.451,-12.800,7.400,12.200,14.900,20.400,0.500
37.452,-15.400,5.300,12.400,15.000,21.600,0.500
37.453,-16.700,2.300,12.200,14.400,22.500,0.500
37.454,-16.300,-1.500,11.300,13.700,23.500,0.500
37.455,-14.600,-5.800,9.900,13.200,25.100,0.500
37.456,-13.000,-10.200,8.500,13.100,27.300,0.500
37.457,-12.600,-14.700,7.500,13.100,30.000,0.500
37.458,-14.000,-19.400,6.900,12.900,32.801,0.500
37.459,-16.500,-24.200,6.700,12.100,35.201,0.500
37.460,-19.100,-29.400,6.300,10.800,37.001,0.500
37.461,-20.800,-34.701,5.400,9.500,38.201,0.500
37.462,-21.100,-40.101,3.900,8.200,39.001,0.500
37.463,-20.600,-45.401,2.000,7.200,39.601,0.500
37.464,-20.000,-50.401,-0.100,6.100,39.901,0.500
37.465,-19.700,-55.201,-2.100,4.500,39.801,0.500
37.466,-19.600,-59.901,-4.100,2.000,39.101,0.500
37.467,-19.200,-64.301,-6.400,-1.200,37.801,0.500
37.468,-18.100,-68.301,-9.300,-4.800,35.701,0.500
37.469,-16.300,-71.601,-12.900,-8.100,33.301,0.500
37.470,-14.400,-73.801,-17.000,-10.600,30.700,0.500
37.471,-13.200,-75.101,-20.700,-12.000,28.300,0.500
37.472,-13.300,-75.601,-23.400,-12.300,26.600,0.500
37.473,-14.500,-75.701,-24.700,-11.500,25.500,0.500
37.474,-16.300,-75.501,-24.400,-10.000,25.100,0.500
37.475,-18.100,-75.001,-23.300,-8.500,24.800,0.500
37.476,-19.400,-73.901,-22.100,-7.500,24.300,0.500
37.477,-20.100,-71.901,-21.600,-7.600,22.800,0.500
37.478,-20.000,-69.001,-21.900,-8.600,20.200,0.500
37.479,-19.200,-65.101,-22.600,-10.300,16.600,0.500
37.480,-17.800,-60.501,-23.200,-11.900,12.400,0.500
37.481,-16.000,-55.301,-23.100,-13.100,7.800,0.500
37.482,-14.200,-49.701,-22.200,-13.600,3.100,0.500
37.483,-13.100,-44.101,-20.900,-13.800,-1.300,0.500
37.484,-12.600,-38.701,-19.800,-14.100,-5.500,0.500
37.485,-12.700,-33.501,-19.100,-14.900,-9.100,0.500
37.486,-12.700,-29.000,-18.900,-15.900,-11.900,0.500
37.487,-12.300,-25.200,-19.100,-16.900,-13.900,0.500
37.488,-11.800,-22.300,-19.200,-17.400,-15.200,0.500
37.489,-11.600,-20.300,-19.100,-17.400,-16.100,0.500
37.490,-12.100,-18.900,-18.800,-17.300,-16.800,0.500
37.491,-12.900,-17.900,-18.300,-17.200,-17.600,0.500
37.492,-13.200,-16.900,-17.700,-17.500,-18.300,0.500
37.493,-11.800,-15.600,-16.800,-18.100,-18.900,0.500
37.494,-8.400,-14.000,-15.600,-18.500,-19.300,0.500
37.495,-3.800,-12.300,-14.200,-18.700,-19.700,0.500
37.496,0.100,-10.800,-13.000,-18.600,-20.400,0.500
37.497,1.500,-9.800,-12.500,-18.300,-21.400,0.500
37.498,-0.100,-9.300,-12.900,-18.000,-22.700,0.500
37.499,-3.900,-9.100,-14.200,-17.900,-23.600,0.500
37.500,-7.800,-8.900,-15.900,-17.800,-23.900,0.500
37.501,-10.200,-8.500,-17.300,-17.600,-23.300,0.500
37.502,-10.600,-8.100,-18.100,-17.400,-22.300,0.500
37.503,-9.800,-8.000,-18.100,-17.200,-21.200,0.500
37.504,-9.100,-8.400,-17.500,-17.100,-20.300,0.500
37.505,-9.600,-9.400,-16.800,-16.900,-19.700,0.500
37.506,-10.900,-10.700,-16.100,-16.500,-19.000,0.500
37.507,-12.000,-11.400,-15.400,-15.400,-17.800,0.500
37.508,-11.600,-11.300,-14.300,-13.500,-15.900,0.500
37.509,-9.500,-10.200,-12.800,-11.100,-13.500,0.500
37.510,-6.600,-8.600,-10.900,-8.900,-11.300,0.500
37.511,-4.600,-7.300,-9.100,-7.300,-9.600,0.500
37.512,-4.800,-6.900,-7.900,-6.700,-8.700,0.500
37.513,-7.100,-7.400,-7.300,-6.800,-8.400,0.500
37.514,-10.200,-8.500,-7.300,-7.300,-8.200,0.500
37.515,-12.100,-9.400,-7.400,-7.500,-7.800,0.500
37.516,-11.400,-9.900,-7.200,-7.200,-6.900,0.500
37.517,-8.000,-9.700,-6.600,-6.400,-5.600,0.500
37.518,-3.700,-9.200,-5.500,-5.400,-4.200,0.500
37.519,-0.600,-8.800,-4.300,-4.600,-3.000,0.500
37.520,-0.100,-8.600,-3.100,-3.900,-2.200,0.500
37.521,-2.300,-8.500,-2.100,-3.300,-1.900,0.500
37.522,-5.500,-8.200,-1.200,-2.700,-1.800,0.500
37.523,-7.500,-7.800,-0.400,-2.000,-2.000,0.500
37.524,-7.000,-7.200,0.100,-1.200,-2.100,0.500
37.525,-4.300,-6.500,0.300,-0.400,-2.100,0.500
37.526,-0.800,-5.900,0.200,0.400,-1.700,0.500
37.527,1.300,-5.500,0.000,1.100,-0.900,0.500
37.528,1.200,-5.000,0.200,1.500,0.300,0.500
37.529,-0.300,-4.600,1.000,1.800,1.600,0.500
37.530,-1.600,-4.100,2.500,1.800,2.800,0.500
37.531,-1.400,-3.600,4.400,1.700,3.600,0.500
37.532,0.600,-3.300,5.900,1.300,4.000,0.500
37.533,2.900,-3.200,6.500,1.000,3.900,0.500
37.534,3.800,-3.200,5.800,0.600,3.400,0.500
37.535,2.300,-3.200,4.200,0.300,2.800,0.500
37.536,-1.300,-3.500,2.200,-0.100,2.000,0.500
37.537,-5.300,-4.000,0.600,-0.700,1.100,0.500
37.538,-7.900,-5.000,0.000,-1.300,0.100,0.500
37.539,-8.100,-6.400,0.000,-2.100,-1.000,0.500
37.540,-6.300,-7.800,0.100,-2.900,-2.200,0.500
37.541,-3.600,-8.800,-0.300,-3.500,-3.400,0.500
37.542,-1.400,-9.300,-1.400,-3.900,-4.400,0.500
37.543,0.000,-9.400,-3.000,-4.100,-5.000,0.500
37.544,0.700,-9.400,-4.600,-4.200,-5.200,0.500
37.545,1.400,-9.600,-5.300,-4.300,-4.800,0.500
37.546,2.500,-10.100,-5.000,-4.400,-4.000,0.500
37.547,3.600,-10.800,-3.900,-4.300,-3.100,0.500
37.548,4.100,-11.400,-2.500,-3.900,-2.400,0.500
37.549,3.300,-11.300,-1.400,-2.900,-1.900,0.500
37.550,1.100,-10.600,-0.800,-1.400,-1.700,0.500
37.551,-1.700,-9.400,-0.400,0.600,-1.500,0.500
37.552,-3.900,-8.000,0.100,2.400,-1.100,0.500
37.553,-4.200,-6.800,0.900,3.600,-0.500,0.500
37.554,-2.400,-6.100,2.000,4.100,0.200,0.500
37.555,0.800,-5.900,3.000,3.900,0.800,0.500
37.556,3.800,-6.000,3.600,3.500,1.000,0.500
37.557,4.900,-6.300,3.400,3.100,0.900,0.500
37.558,3.500,-6.600,2.700,2.900,0.500,0.500
37.559,0.400,-7.000,1.700,2.800,0.100,0.500
37.560,-2.800,-7.300,0.600,2.800,0.000,0.500
37.561,-4.200,-7.500,-0.400,2.800,0.200,0.500
37.562,-3.000,-7.600,-1.200,2.800,0.600,0.500
37.563,0.300,-7.600,-1.500,3.100,1.200,0.500
37.564,3.900,-7.400,-1.400,3.700,1.700,0.500
37.565,5.900,-7.300,-0.800,4.300,2.000,0.500
37.566,5.400,-7.200,0.000,5.000,2.100,0.500
37.567,2.900,-7.200,0.800,5.500,1.900,0.500
37.568,0.100,-7.200,1.200,5.800,1.600,0.500
37.569,-1.300,-7.100,1.200,6.100,1.300,0.500
37.570,-0.400,-6.900,0.900,6.400,0.900,0.500
37.571,2.200,-6.800,0.800,6.600,0.600,0.500
37.572,4.900,-6.700,1.200,6.500,0.300,0.500
37.573,6.000,-6.800,2.100,6.000,0.100,0.500
37.574,4.900,-7.000,3.100,5.200,0.100,0.500
37.575,2.200,-7.000,3.700,4.200,0.100,0.500
37.576,-0.300,-6.800,3.500,3.500,0.100,0.500
37.577,-1.200,-6.400,2.500,3.300,0.100,0.500
37.578,0.300,-5.900,1.000,3.400,-0.100,0.500
37.579,3.300,-5.600,-0.400,3.800,-0.400,0.500
37.580,6.300,-5.800,-1.300,4.200,-0.600,0.500
37.581,8.000,-6.200,-1.700,4.500,-0.500,0.500
37.582,8.300,-6.700,-1.700,4.700,-0.200,0.500
37.583,7.800,-7.000,-1.500,5.000,0.500,0.500
37.584,7.700,-7.000,-1.400,5.500,1.300,0.500
37.585,8.700,-6.600,-1.300,6.100,2.100,0.500
37.586,10.700,-6.000,-1.000,6.500,2.900,0.500
37.587,13.100,-5.300,-0.600,6.800,3.400,0.500
37.588,14.900,-4.800,0.000,6.900,3.900,0.500
37.589,15.600,-4.500,0.600,6.900,4.500,0.500
37.590,15.300,-4.300,0.900,7.200,5.200,0.500
37.591,14.200,-4.100,1.000,7.600,6.000,0.500
37.592,13.000,-3.900,1.000,8.100,6.600,0.500
37.593,12.300,-3.500,0.900,8.400,6.900,0.500
37.594,12.400,-2.900,0.900,8.200,6.800,0.500
37.595,13.600,-2.400,1.000,7.600,6.300,0.500
37.596,15.400,-2.100,1.000,6.900,5.600,0.500
37.597,17.100,-2.200,0.900,6.400,4.900,0.500
37.598,17.800,-2.800,0.400,6.300,4.300,0.500
37.599,17.100,-3.700,-0.600,6.400,3.800,0.500
37.600,15.400,-4.700,-1.900,6.600,3.300,0.500
37.601,13.800,-5.500,-3.000,6.600,2.800,0.500
37.602,13.200,-5.800,-3.700,6.400,2.400,0.500
37.603,14.000,-5.800,-3.400,6.400,2.500,0.500
37.604,15.300,-5.600,-2.200,6.900,3.200,0.500
37.605,15.700,-5.300,-0.400,7.700,4.300,0.500
37.606,14.200,-5.300,1.400,8.700,5.400,0.500
37.607,11.000,-5.500,2.500,9.100,5.800,0.500
37.608,7.500,-5.900,2.700,8.900,5.400,0.500
37.609,5.300,-6.400,2.100,8.300,4.400,0.500
37.610,5.300,-7.000,1.300,7.900,3.300,0.500
37.611,7.400,-7.400,0.700,8.000,2.600,0.500
37.612,10.100,-7.900,0.600,8.700,2.600,0.500
37.613,12.200,-8.400,0.600,9.400,3.000,0.500
37.614,12.900,-9.000,0.500,9.500,3.400,0.500
37.615,12.500,-9.700,-0.100,8.700,3.300,0.500
37.616,11.600,-10.600,-1.100,7.100,2.800,0.500
37.617,10.400,-11.500,-2.000,5.300,2.100,0.500
37.618,9.000,-12.300,-2.400,3.900,1.300,0.500
37.619,7.400,-12.800,-2.000,3.300,0.600,0.500
37.620,6.200,-13.100,-1.000,3.200,0.100,0.500
37.621,6.000,-13.100,0.400,3.700,-0.100,0.500
37.622,7.200,-13.100,1.800,4.400,0.000,0.500
37.623,9.500,-13.100,3.000,5.200,0.700,0.500
37.624,11.400,-13.100,4.100,6.200,2.000,0.500
37.625,11.600,-12.800,5.100,7.300,3.600,0.500
37.626,9.600,-12.100,6.200,8.500,5.200,0.500
37.627,6.200,-10.900,7.300,9.400,6.400,0.500
37.628,3.000,-9.500,8.100,10.000,6.800,0.500
37.629,1.500,-8.300,8.700,10.200,6.700,0.500
37.630,1.900,-7.600,8.700,10.100,6.400,0.500
37.631,3.500,-7.600,8.400,9.900,6.100,0.500
37.632,5.200,-8.100,7.600,9.500,6.000,0.500
37.633,6.000,-9.000,6.600,8.800,6.000,0.500
37.634,6.100,-10.000,5.300,8.000,5.700,0.500
37.635,5.800,-11.100,3.800,6.900,5.100,0.500
37.636,5.300,-12.200,2.400,5.700,4.300,0.500
37.637,4.700,-13.400,1.300,4.400,3.300,0.500
37.638,3.700,-14.400,0.600,3.300,2.600,0.500
37.639,2.300,-15.100,0.300,2.600,2.000,0.500
37.640,1.000,-15.400,0.300,2.200,1.600,0.500
37.641,0.300,-15.400,0.300,2.300,1.300,0.500
37.642,0.400,-15.300,0.100,2.800,1.200,0.500
37.643,1.100,-15.400,-0.200,3.700,1.300,0.500
37.644,1.800,-15.600,-0.400,4.700,1.700,0.500
37.645,2.300,-15.800,-0.400,5.800,2.500,0.500
37.646,2.500,-15.900,-0.100,6.700,3.300,0.500
37.647,2.900,-15.800,0.300,7.200,3.900,0.500
37.648,3.600,-15.700,0.800,7.100,4.200,0.500
37.649,4.200,-15.700,1.100,6.400,4.000,0.500
37.650,4.100,-16.300,1.200,5.300,3.700,0.500
37.651,3.000,-17.100,1.300,4.100,3.300,0.500
37.652,1.400,-18.000,1.500,3.100,3.200,0.500
37.653,-0.100,-18.600,1.800,2.700,3.400,0.500
37.654,-0.500,-18.600,2.100,3.000,3.800,0.500
37.655,0.200,-18.200,2.400,3.900,4.200,0.500
37.656,1.400,-18.000,2.400,4.800,4.400,0.500
37.657,2.000,-18.200,1.900,5.500,4.300,0.500
37.658,1.500,-18.900,1.300,5.700,4.200,0.500
37.659,0.000,-19.900,0.700,5.300,4.200,0.500
37.660,-1.800,-20.700,0.400,4.800,4.700,0.500
37.661,-2.900,-20.900,0.500,4.400,5.600,0.500
37.662,-2.900,-20.300,0.800,4.400,6.800,0.500
37.663,-1.700,-19.300,1.000,4.700,7.800,0.500
37.664,0.400,-18.400,1.000,5.000,8.400,0.500
37.665,2.800,-18.000,0.700,5.400,8.500,0.500
37.666,5.300,-18.400,0.000,5.600,8.400,0.500
37.667,7.400,-19.300,-0.700,5.800,8.300,0.500
37.668,8.700,-20.400,-1.400,6.000,8.500,0.500
37.669,9.000,-21.300,-2.000,6.000,9.000,0.500
37.670,8.000,-21.900,-2.600,5.700,9.500,0.500
37.671,5.900,-22.100,-3.000,5.100,9.600,0.500
37.672,3.200,-22.200,-3.200,4.200,9.500,0.500
37.673,1.100,-22.500,-3.100,3.500,9.200,0.500
37.674,0.400,-22.800,-2.800,3.500,9.100,0.500
37.675,1.700,-23.200,-2.300,4.300,9.400,0.500
37.676,4.500,-23.500,-1.900,5.500,9.800,0.500
37.677,7.700,-23.500,-1.600,6.500,10.200,0.500
37.678,9.900,-23.200,-1.400,6.900,10.300,0.500
37.679,10.400,-23.000,-1.400,6.400,10.000,0.500
37.680,9.100,-22.900,-1.400,5.500,9.700,0.500
37.681,7.000,-23.000,-1.400,4.700,9.700,0.500
37.682,5.400,-23.300,-1.300,4.500,10.200,0.500
37.683,5.000,-23.400,-1.300,4.800,11.100,0.500
37.684,5.700,-23.300,-1.300,5.100,11.800,0.500
37.685,6.700,-22.900,-1.300,5.100,12.000,0.500
37.686,7.100,-22.600,-1.300,4.400,11.500,0.500
37.687,6.600,-22.700,-1.500,3.400,10.700,0.500
37.688,5.600,-23.300,-1.700,2.500,10.000,0.500
37.689,5.000,-24.300,-2.100,2.100,9.900,0.500
37.690,5.500,-25.300,-2.200,2.500,10.300,0.500
37.691,7.000,-25.800,-2.000,3.500,11.100,0.500
37.692,8.900,-25.700,-1.500,4.900,11.700,0.500
37.693,10.200,-25.200,-0.900,6.200,11.800,0.500
37.694,10.500,-24.700,-0.500,7.000,11.400,0.500
37.695,10.000,-24.700,-0.500,7.200,10.600,0.500
37.696,9.200,-25.100,-0.800,6.700,10.000,0.500
37.697,8.900,-25.900,-1.200,5.700,9.800,0.500
37.698,9.100,-26.700,-1.300,4.600,9.900,0.500
37.699,9.600,-27.200,-0.700,3.700,10.400,0.500
37.700,10.100,-27.100,0.300,3.300,10.900,0.500
37.701,10.200,-26.800,1.300,3.300,11.300,0.500
37.702,10.000,-26.400,2.000,3.600,11.800,0.500
37.703,9.700,-26.100,2.100,3.800,12.100,0.500
37.704,9.700,-26.100,1.600,3.700,12.400,0.500
37.705,10.500,-26.300,1.000,3.300,12.400,0.500
37.706,11.700,-26.600,0.500,2.700,12.100,0.500
37.707,13.200,-26.900,0.200,2.100,11.400,0.500
37.708,14.200,-27.100,0.300,1.600,10.500,0.500
37.709,14.100,-27.200,0.500,1.300,9.700,0.500
37.710,12.600,-27.200,0.500,1.000,9.300,0.500
37.711,10.000,-27.000,0.200,1.000,9.200,0.500
37.712,7.100,-26.800,-0.400,1.300,9.300,0.500
37.713,5.000,-26.400,-1.100,1.900,9.300,0.500
37.714,4.500,-25.900,-1.600,2.600,9.200,0.500
37.715,5.500,-25.300,-1.600,3.300,9.000,0.500
37.716,7.300,-24.500,-1.000,3.600,8.700,0.500
37.717,8.800,-23.600,-0.100,3.400,8.500,0.500
37.718,9.500,-22.700,0.700,2.900,8.200,0.500
37.719,9.600,-22.100,0.800,2.300,7.600,0.500
37.720,9.800,-21.900,0.000,2.000,6.600,0.500
37.721,10.900,-22.000,-1.400,2.300,5.200,0.500
37.722,12.700,-22.300,-2.700,3.100,3.800,0.500
37.723,14.500,-22.700,-3.500,4.000,2.700,0.500
37.724,15.400,-22.900,-3.400,4.600,2.300,0.500
37.725,15.200,-22.900,-2.400,4.800,2.700,0.500
37.726,14.400,-22.600,-1.100,4.800,3.700,0.500
37.727,14.300,-22.000,0.200,4.900,5.200,0.500
37.728,15.700,-20.900,1.400,5.500,6.800,0.500
37.729,18.800,-19.300,2.400,6.600,8.400,0.500
37.730,22.800,-17.300,3.400,7.800,9.800,0.500
37.731,26.800,-15.200,4.600,8.900,10.900,0.500
37.732,30.500,-13.300,6.000,9.700,12.000,0.500
37.733,34.401,-11.800,7.800,10.500,13.600,0.500
37.734,39.601,-10.300,10.100,11.800,16.300,0.500
37.735,46.701,-8.300,13.300,14.300,20.600,0.500
37.736,55.901,-5.300,17.400,18.100,26.300,0.500
37.737,66.401,-1.100,21.900,22.500,32.400,0.500
37.738,76.801,3.700,26.000,26.600,37.701,0.500
37.739,86.101,8.200,28.800,29.400,40.801,0.500
37.740,93.101,11.400,29.600,30.400,41.201,0.500
37.741,97.101,12.800,28.300,29.500,39.101,0.500
37.742,97.501,12.500,25.500,27.400,35.401,0.500
37.743,93.801,11.000,21.800,24.500,31.200,0.500
37.744,86.301,9.100,18.000,21.400,26.800,0.500
37.745,75.601,7.200,14.300,17.900,22.200,0.500
37.746,63.101,5.100,10.600,14.200,16.900,0.500
37.747,49.601,2.600,6.400,10.200,10.700,0.500
37.748,35.801,-0.400,1.500,6.200,3.700,0.500
37.749,21.600,-4.000,-3.800,2.500,-3.200,0.500
37.750,7.100,-7.600,-8.900,-0.400,-9.200,0.500
37.751,-6.900,-10.700,-13.100,-2.500,-13.600,0.500
37.752,-19.000,-12.900,-15.500,-3.800,-16.100,0.500
37.753,-27.500,-14.000,-16.200,-4.600,-16.700,0.500
37.754,-31.800,-14.200,-15.400,-4.800,-16.100,0.500
37.755,-32.300,-13.800,-13.800,-4.800,-14.900,0.500
37.756,-30.600,-13.100,-12.000,-4.400,-13.400,0.500
37.757,-28.600,-12.200,-10.400,-3.700,-12.200,0.500
37.758,-27.400,-11.300,-9.200,-2.800,-11.200,0.500
37.759,-26.600,-10.300,-8.100,-1.900,-10.200,0.500
37.760,-24.600,-9.200,-7.100,-1.100,-9.000,0.500
37.761,-20.300,-8.200,-6.100,-0.600,-7.500,0.500
37.762,-13.100,-7.200,-5.400,-0.200,-5.800,0.500
37.763,-4.300,-6.400,-5.100,0.200,-4.200,0.500
37.764,4.000,-5.800,-5.000,0.600,-3.100,0.500
37.765,9.800,-5.300,-4.900,1.100,-2.600,0.500
37.766,11.900,-4.600,-4.600,1.800,-2.500,0.500
37.767,10.900,-3.800,-4.000,2.400,-2.400,0.500
37.768,8.500,-2.900,-3.100,2.800,-2.000,0.500
37.769,6.600,-2.300,-2.200,3.000,-1.000,0.500
37.770,6.600,-2.000,-1.500,2.900,0.200,0.500
37.771,8.900,-2.100,-0.800,2.900,1.300,0.500
37.772,12.500,-2.200,0.000,3.000,1.800,0.500
37.773,16.000,-2.100,1.000,3.300,2.000,0.500
37.774,18.300,-1.500,1.800,3.700,1.900,0.500
37.775,18.800,-0.600,2.300,3.800,2.100,0.500
37.776,18.200,0.200,2.100,3.600,2.500,0.500
37.777,17.200,0.600,1.400,2.900,3.000,0.500
37.778,16.500,0.400,0.700,2.200,3.200,0.500
37.779,16.200,-0.200,0.700,1.800,2.900,0.500
37.780,16.000,-0.600,1.500,2.100,2.200,0.500
37.781,15.300,-0.600,3.000,3.100,1.300,0.500
37.782,14.300,-0.100,4.600,4.400,0.500,0.500
37.783,13.300,0.600,5.400,5.500,-0.200,0.500
37.784,13.000,0.900,5.200,5.800,-0.700,0.500
37.785,13.700,0.800,4.000,5.200,-1.200,0.500
37.786,15.200,0.300,2.500,3.900,-1.600,0.500
37.787,17.100,-0.200,1.300,2.400,-1.800,0.500
37.788,18.900,-0.400,0.700,1.100,-1.600,0.500
37.789,20.300,-0.300,0.600,0.300,-0.700,0.500
37.790,21.500,-0.100,0.800,0.100,0.800,0.500
37.791,22.600,-0.300,0.900,0.300,2.600,0.500
37.792,23.600,-1.100,0.800,0.700,4.300,0.500
37.793,24.400,-2.300,0.600,1.100,5.900,0.500
37.794,24.800,-3.500,0.400,1.200,7.000,0.500
37.795,24.800,-4.200,0.500,1.000,7.700,0.500
37.796,24.800,-4.100,0.600,0.800,8.200,0.500
37.797,25.000,-3.500,0.700,0.700,8.400,0.500
37.798,25.400,-2.800,0.500,0.900,8.400,0.500
37.799,25.900,-2.200,0.100,1.300,8.500,0.500
37.800,26.000,-2.100,-0.400,1.900,8.600,0.500
37.801,25.700,-2.400,-1.000,2.100,8.800,0.500
37.802,25.000,-3.100,-1.500,1.800,8.900,0.500
37.803,24.000,-3.700,-1.800,1.000,8.900,0.500
37.804,23.000,-4.300,-2.000,-0.100,8.500,0.500
37.805,22.100,-4.500,-2.100,-0.900,7.900,0.500
37.806,21.300,-4.400,-2.200,-1.000,7.200,0.500
37.807,21.000,-4.200,-2.500,-0.300,6.900,0.500
37.808,21.200,-4.100,-3.100,0.800,6.900,0.500
37.809,22.000,-4.100,-4.100,2.000,7.200,0.500
37.810,22.900,-4.300,-5.300,2.800,7.700,0.500
37.811,23.400,-4.300,-6.300,2.900,8.200,0.500
37.812,23.000,-3.900,-6.900,2.700,8.700,0.500
37.813,21.800,-3.100,-6.800,2.500,9.400,0.500
37.814,20.400,-2.200,-6.200,2.500,10.200,0.500
37.815,19.700,-1.500,-5.500,2.900,11.200,0.500
37.816,20.400,-1.400,-5.000,3.300,12.000,0.500
37.817,22.300,-1.800,-4.900,3.700,12.300,0.500
37.818,24.700,-2.400,-5.100,4.000,12.300,0.500
37.819,26.400,-2.800,-5.000,4.200,12.000,0.500
37.820,27.100,-2.700,-4.600,4.300,11.700,0.500
37.821,26.600,-2.200,-3.900,4.200,11.400,0.500
37.822,25.700,-1.700,-3.200,3.700,11.100,0.500
37.823,24.700,-1.500,-3.000,2.800,10.600,0.500
37.824,23.700,-1.800,-3.300,1.300,9.800,0.500
37.825,22.400,-2.500,-3.700,-0.400,8.900,0.500
37.826,20.500,-3.000,-3.900,-1.700,8.200,0.500
37.827,18.100,-3.200,-3.400,-2.100,8.000,0.500
37.828,16.200,-2.800,-2.300,-1.600,8.200,0.500
37.829,15.700,-2.100,-1.100,-0.200,8.600,0.500
37.830,17.100,-1.300,-0.100,1.400,9.000,0.500
37.831,20.000,-0.700,0.400,2.700,9.200,0.500
37.832,23.500,-0.400,0.500,3.400,9.200,0.500
37.833,26.300,-0.400,0.700,3.600,9.200,0.500
37.834,27.600,-0.300,1.100,3.400,9.500,0.500
37.835,27.500,0.100,1.600,3.200,9.800,0.500
37.836,26.600,0.700,2.100,3.200,10.200,0.500
37.837,25.600,1.500,2.400,3.400,10.400,0.500
37.838,25.000,2.500,2.500,3.600,10.500,0.500
37.839,24.800,3.400,2.700,3.700,10.700,0.500
37.840,24.500,4.100,3.500,3.700,11.200,0.500
37.841,24.000,4.600,4.700,3.500,12.000,0.500
37.842,23.600,5.000,6.000,3.300,13.000,0.500
37.843,23.700,5.100,6.900,3.300,13.800,0.500
37.844,24.600,4.900,6.900,3.200,14.100,0.500
37.845,26.100,4.300,6.100,2.800,13.400,0.500
37.846,27.500,3.200,4.700,1.700,11.800,0.500
37.847,27.700,1.700,3.200,0.200,9.700,0.500
37.848,26.300,0.100,2.100,-1.600,7.400,0.500
37.849,23.300,-1.200,1.400,-3.000,5.700,0.500
37.850,19.800,-2.000,1.200,-3.400,4.900,0.500
37.851,17.200,-2.100,1.500,-3.000,5.000,0.500
37.852,16.700,-1.500,2.000,-1.900,5.900,0.500
37.853,18.700,-0.700,2.700,-0.900,7.000,0.500
37.854,22.300,0.100,3.100,-0.400,8.000,0.500
37.855,26.000,0.500,3.100,-0.500,8.500,0.500
37.856,28.200,0.700,2.500,-0.900,8.400,0.500
37.857,28.000,0.500,1.500,-1.000,8.000,0.500
37.858,25.800,0.400,0.400,-0.600,7.700,0.500
37.859,22.900,0.400,-0.400,0.200,7.700,0.500
37.860,21.100,0.700,-0.400,1.000,8.200,0.500
37.861,21.400,1.000,0.300,1.400,8.900,0.500
37.862,24.100,1.200,1.300,1.200,9.700,0.500
37.863,28.100,0.900,2.400,0.600,10.200,0.500
37.864,31.900,0.200,3.200,0.000,10.300,0.500
37.865,34.201,-0.600,3.700,-0.400,10.100,0.500
37.866,34.401,-1.100,4.000,-0.500,9.700,0.500
37.867,32.700,-1.200,4.400,-0.500,9.300,0.500
37.868,29.900,-0.800,4.800,-0.600,8.900,0.500
37.869,26.800,-0.200,5.400,-0.900,8.700,0.500
37.870,24.000,0.300,6.000,-1.400,8.400,0.500
37.871,22.000,0.500,6.400,-1.900,8.000,0.500
37.872,21.100,0.100,6.400,-2.300,7.400,0.500
37.873,21.200,-0.500,6.100,-2.600,6.900,0.500
37.874,22.200,-1.400,5.600,-2.800,6.300,0.500
37.875,23.400,-2.200,4.900,-2.900,5.900,0.500
37.876,24.100,-2.800,4.100,-2.900,5.600,0.500
37.877,24.100,-3.000,3.500,-2.800,5.600,0.500
37.878,23.400,-2.700,3.100,-2.600,5.800,0.500
37.879,22.800,-2.200,2.800,-2.100,6.300,0.500
37.880,23.200,-1.600,2.600,-1.500,6.900,0.500
37.881,25.100,-1.200,2.700,-0.800,7.400,0.500
37.882,28.000,-0.900,2.800,0.000,7.700,0.500
37.883,31.100,-1.000,3.100,0.700,7.700,0.500
37.884,33.101,-1.200,3.200,1.200,7.400,0.500
37.885,33.201,-1.300,3.100,1.300,7.200,0.500
37.886,31.500,-1.200,2.600,1.300,7.000,0.500
37.887,29.200,-0.900,1.800,1.000,7.100,0.500
37.888,27.400,-0.400,0.900,0.700,7.300,0.500
37.889,27.000,0.200,0.000,0.600,7.600,0.500
37.890,28.200,0.800,-0.600,0.700,7.700,0.500
37.891,30.200,1.400,-1.000,1.000,7.600,0.500
37.892,31.700,2.100,-1.200,1.600,7.600,0.500
37.893,31.800,3.100,-1.200,2.100,7.600,0.500
37.894,30.400,4.300,-1.000,2.700,7.900,0.500
37.895,28.100,5.500,-0.700,3.000,8.500,0.500
37.896,26.000,6.200,-0.400,3.200,9.200,0.500
37.897,25.000,6.200,-0.300,2.900,9.900,0.500
37.898,25.300,5.300,-0.500,2.400,10.200,0.500
37.899,26.400,4.000,-0.800,1.600,10.200,0.500
37.900,27.700,2.700,-0.900,0.700,10.000,0.500
37.901,28.500,1.900,-0.700,-0.100,9.600,0.500
